BID,RP_norm,RP_area_raw,SPLIT_SEQ,Area_Mult,RP_area_adjusted,RP_area_pctile,SolarAcMEAN,AspectMEANBID,aspect_north_factor,combined_solar,solar_risk,solar_push,RP_solar_only,SlopeMEAN50ft,slope_risk,slope_push,wetland_push,RP_final,RP_S_norm,RP_S_area_raw,RP_S_area_adjusted,RP_S_area_pctile,RP_S_final,CI,zone_count,water_type,SpringChinookRID,salmon_present,salmon_species,Fish_simple,SR_Zone,PADUS_Manager,Manager_Category,BFW,BFW_class,is_hmz,Priority_Tier,Zoning_Group,CITY_UGA,COUNTY_NM,temp_impaired,temp_impaired_cat,fecal_impaired,fecal_impaired_cat,sediment_impaired,sediment_impaired_cat,any_impaired,qc_poly_count,qc_dom_domain,qc_pct_D1,qc_mean_M,qc_mean_D,qc_mean_C,qc_mean_I,qc_mean_I_S
AC121_4,32.86,1297943.0,4,1.25,1622429.0,6.5,1008.0,176.3,-0.547,732.1,0.084,0.26,33.12,23.75,0.625,0.82,0.0,33.94,32.75,1293448.0,1616810.0,6.4,33.83,2.2,1,river,Y,True,Spring Chinook; Coho; Summer Steelhead; Winter Steelhead; Sockeye; Dolly Varden / Bull Trout,fish,Upper SF Nooksack,CITY,Local,49.0,Large Stream,True,P1,Public/Open Space,,Skagit County,True,2,False,,False,,True,1,D1_Forest,100.0,0.338,0.031,0.912,0.403,0.405
AC122_2,35.07,30667612.0,2,1.0,30667612.0,54.2,1019.6,180.2,-0.606,710.6,0.066,0.23,35.3,37.71,0.829,1.18,0.0,36.48,34.6,30228803.0,30228803.0,53.3,35.98,19.2,4,river,Y,True,Spring Chinook; Coho; Summer Steelhead; Winter Steelhead; Sockeye; Dolly Varden / Bull Trout,fish,Upper SF Nooksack,CITY,Local,49.0,Large Stream,True,P1,Public/Open Space,,Skagit County,True,2,False,,False,,True,12,D1_Forest,99.8,0.339,0.02,,0.364,0.374
AC122_3,45.06,14244284.0,3,1.25,17805355.0,38.2,1019.6,326.5,0.394,1220.4,0.96,4.43,49.49,24.59,0.64,1.23,0.0,50.72,46.38,14802330.0,18502913.0,38.9,52.24,20.3,3,river,Y,True,Spring Chinook; Coho; Summer Steelhead; Winter Steelhead; Sockeye; Dolly Varden / Bull Trout,fish,Upper SF Nooksack,CITY,Local,49.0,Large Stream,True,P1,Public/Open Space,,Skagit County,True,2,False,,False,,True,6,D1_Forest,100.0,0.243,0.037,0.154,0.144,0.112
AC123_1,45.26,1307877.0,1,0.5,653938.0,3.6,1028.5,345.2,0.811,1445.5,0.999,4.63,49.89,50.96,0.933,1.8,0.0,51.69,47.53,1373790.0,686895.0,3.7,54.35,2.0,3,river,Y,True,Spring Chinook; Coho; Summer Steelhead; Winter Steelhead; Sockeye; Dolly Varden / Bull Trout,fish,Upper SF Nooksack,CITY,Local,49.0,Large Stream,True,P1,Public/Open Space,,Skagit County,True,2,False,,False,,True,6,D1_Forest,100.0,0.216,0.023,0.313,0.178,0.137
AC123_2,40.24,25123350.0,2,1.0,25123350.0,48.1,1028.5,197.3,-0.512,765.3,0.121,0.49,40.73,41.8,0.869,1.46,0.0,42.19,40.52,25268665.0,25268665.0,47.9,42.48,20.3,3,river,Y,True,Spring Chinook; Coho; Summer Steelhead; Winter Steelhead; Sockeye; Dolly Varden / Bull Trout,fish,Upper SF Nooksack,CITY,Local,49.0,Large Stream,True,P1,Public/Open Space,,Skagit County,True,2,False,,False,,True,16,D1_Forest,100.0,0.284,0.025,0.687,0.314,0.311
AC123_4,47.54,5870789.0,4,1.25,7338486.0,19.4,1028.5,319.2,0.436,1252.9,0.973,4.78,52.32,22.97,0.611,1.25,0.0,53.57,49.9,6165231.0,7706539.0,20.0,56.29,11.3,2,river,Y,True,Spring Chinook; Coho; Summer Steelhead; Winter Steelhead; Sockeye; Dolly Varden / Bull Trout,fish,Upper SF Nooksack,CITY,Local,49.0,Large Stream,True,P1,Public/Open Space,,Skagit County,True,2,False,,False,,True,5,D1_Forest,100.0,0.222,0.036,0.154,0.137,0.094
AC124_1,43.26,182130.0,1,0.5,91065.0,0.8,1042.2,294.2,0.307,1202.1,0.951,4.18,47.44,20.3,0.555,1.02,0.0,48.46,44.62,187849.0,93925.0,0.8,50.01,0.4,1,river,Y,True,Spring Chinook; Coho; Summer Steelhead; Winter Steelhead; Sockeye; Dolly Varden / Bull Trout,fish,Upper SF Nooksack,CITY,Local,49.0,Large Stream,True,P1,Public/Open Space,,Skagit County,True,2,False,,False,,True,1,D1_Forest,100.0,0.24,0.002,0.429,0.213,0.189
AC124_2,44.07,39713828.0,2,1.0,39713828.0,62.3,1042.2,206.1,-0.211,932.1,0.436,1.96,46.03,16.51,0.466,0.87,0.0,46.9,45.29,40776990.0,40776990.0,62.7,48.21,30.2,3,river,Y,True,Spring Chinook; Coho; Summer Steelhead; Winter Steelhead; Sockeye; Dolly Varden / Bull Trout,fish,Upper SF Nooksack,CITY,Local,49.0,Large Stream,True,P1,Public/Open Space,,Skagit County,True,2,False,,False,,True,17,D1_Forest,100.0,0.231,0.031,0.455,0.228,0.211
AC124_4,43.06,26968784.0,4,1.25,33710980.0,57.1,1042.2,314.3,0.516,1310.9,0.988,4.31,47.37,54.56,0.953,1.73,0.0,49.1,44.54,27871788.0,34839736.0,57.7,50.84,29.3,4,river,Y,True,Spring Chinook; Coho; Summer Steelhead; Winter Steelhead; Sockeye; Dolly Varden / Bull Trout,fish,Upper SF Nooksack,CITY,Local,49.0,Large Stream,True,P1,Public/Open Space,,Skagit County,True,2,False,,False,,True,11,D1_Forest,100.0,0.271,0.011,0.433,0.229,0.205
AC125_1,36.87,11051487.0,1,0.5,5525743.0,15.5,1020.8,250.6,-0.08,980.2,0.579,2.1,38.97,15.06,0.423,0.64,0.0,39.61,36.53,10954127.0,5477063.0,15.3,39.24,6.0,3,river,Y,True,Spring Chinook; Coho; Summer Steelhead; Winter Steelhead; Sockeye; Dolly Varden / Bull Trout,fish,Upper SF Nooksack,CITY,Local,49.0,Large Stream,True,P1,Public/Open Space,,Skagit County,True,2,False,,False,,True,7,D1_Forest,100.0,0.284,0.059,0.741,0.342,0.349
AC125_3,53.31,19164334.0,3,1.25,23955418.0,46.7,1020.8,305.0,0.251,1148.7,0.913,5.15,58.46,16.41,0.463,1.09,0.0,59.55,54.39,19515770.0,24394713.0,46.9,60.78,28.5,3,river,Y,True,Spring Chinook; Coho; Summer Steelhead; Winter Steelhead; Sockeye; Dolly Varden / Bull Trout,fish,Upper SF Nooksack,CITY,Local,49.0,Large Stream,True,P1,Public/Open Space,,Skagit County,True,2,False,,False,,True,11,D1_Forest,84.3,0.166,0.07,,0.111,0.089
AC126_1,49.47,52371943.0,1,0.5,26185972.0,49.4,988.0,30.3,0.461,1215.7,0.959,4.94,54.41,33.66,0.78,1.68,0.0,56.09,50.1,52855575.0,26427788.0,49.3,56.82,28.0,4,river,Y,True,Spring Chinook; Coho; Summer Steelhead; Winter Steelhead; Sockeye; Dolly Varden / Bull Trout,fish,Upper SF Nooksack,CITY,Local,49.0,Large Stream,True,P1,Public/Open Space,,Skagit County,True,2,False,,False,,True,21,D1_Forest,69.3,0.386,0.041,,0.374,0.367
AC126_3,34.5,1884079.0,3,1.25,2355098.0,8.3,988.0,230.5,-0.413,784.0,0.145,0.48,34.98,28.43,0.704,0.98,0.0,35.96,34.28,1871727.0,2339659.0,8.2,35.73,2.9,3,river,Y,True,Spring Chinook; Coho; Summer Steelhead; Winter Steelhead; Sockeye; Dolly Varden / Bull Trout,fish,Upper SF Nooksack,CITY,Local,49.0,Large Stream,True,P1,Public/Open Space,,Skagit County,True,2,False,,False,,True,4,D1_Forest,100.0,0.311,0.098,0.764,0.373,0.377
AC126_4,36.8,7426064.0,4,1.25,9282581.0,23.3,988.0,301.1,0.141,1057.7,0.787,2.85,39.65,16.99,0.477,0.72,0.0,40.37,36.43,7349263.0,9186578.0,22.9,39.95,9.1,3,river,Y,True,Spring Chinook; Coho; Summer Steelhead; Winter Steelhead; Sockeye; Dolly Varden / Bull Trout,fish,Upper SF Nooksack,CITY,Local,49.0,Large Stream,True,P1,Public/Open Space,,Skagit County,True,2,False,,False,,True,6,D1_Forest,100.0,0.258,0.05,0.744,0.331,0.338
AC127_1,37.52,44299110.0,1,0.5,22149555.0,44.2,1063.5,47.4,0.382,1266.4,0.977,3.62,41.14,34.6,0.792,1.22,0.0,42.36,37.98,44644278.0,22322139.0,44.1,42.89,18.9,3,river,N,True,Summer Steelhead; Winter Steelhead; Dolly Varden / Bull Trout,fish,Upper SF Nooksack,USFS,Federal,33.0,Large Stream,False,P3,Federal Forest,,Whatcom County,False,,False,,False,,False,21,D1_Forest,100.0,0.503,0.097,,0.375,0.375
AC127_3,32.3,46929315.0,3,1.25,58661643.0,73.8,1063.5,221.4,-0.275,917.0,0.394,1.22,33.52,36.57,0.816,1.05,0.0,34.57,32.3,46769497.0,58461871.0,73.5,34.57,25.4,3,river,N,True,Summer Steelhead; Winter Steelhead; Dolly Varden / Bull Trout,fish,Upper SF Nooksack,USFS,Federal,33.0,Large Stream,False,P3,Federal Forest,,Whatcom County,False,,False,,False,,False,27,D1_Forest,99.4,0.526,0.154,,0.477,0.481
AC128_1,44.6,20748323.0,1,0.5,10374162.0,25.4,1049.8,337.8,0.303,1208.9,0.955,4.35,48.95,22.58,0.602,1.14,0.0,50.09,44.75,20811009.0,10405504.0,25.3,50.26,12.7,4,river,Y,True,Spring Chinook; Coho; Summer Steelhead; Winter Steelhead; Sockeye; Dolly Varden / Bull Trout,fish,Upper SF Nooksack,CITY,Local,52.0,Large Stream,True,P1,Public/Open Space,,Skagit County,True,2,False,,False,,True,10,D2_Shrub_Comp,42.6,0.426,0.064,0.963,0.46,0.456
AC128_3,39.2,28160618.0,3,1.25,35200772.0,58.4,1049.8,224.4,-0.369,856.1,0.258,1.0,40.2,44.28,0.888,1.44,0.0,41.64,40.3,28940722.0,36175903.0,58.9,42.83,25.2,4,,Y,True,Spring Chinook; Coho; Summer Steelhead; Winter Steelhead; Sockeye; Dolly Varden / Bull Trout,fish,Upper SF Nooksack,CITY,Local,52.0,Large Stream,True,P1,Public/Open Space,,Skagit County,True,2,False,,False,,True,19,D1_Forest,100.0,0.331,0.1,0.443,0.284,0.263
AC129_1,48.09,616828.0,1,0.5,308414.0,2.3,1003.3,177.0,-0.444,780.3,0.14,0.7,48.79,17.67,0.494,1.03,0.0,49.82,49.95,640621.0,320311.0,2.3,51.76,1.2,2,river,Y,True,Spring Chinook; Coho; Summer Steelhead; Winter Steelhead; Sockeye; Dolly Varden / Bull Trout,fish,Upper SF Nooksack,CITY,Local,52.0,Large Stream,True,P1,Public/Open Space,,Skagit County,True,2,False,,False,,True,2,D1_Forest,100.0,0.268,0.007,0.099,0.126,0.092
AC129_2,47.77,4722039.0,2,1.0,4722039.0,13.7,1003.3,182.0,-0.31,847.6,0.242,1.19,48.96,18.58,0.515,1.06,0.0,50.02,49.62,4904301.0,4904301.0,14.0,51.98,7.3,2,river,Y,True,Spring Chinook; Coho; Summer Steelhead; Winter Steelhead; Sockeye; Dolly Varden / Bull Trout,fish,Upper SF Nooksack,CITY,Local,52.0,Large Stream,True,P1,Public/Open Space,,Skagit County,True,2,False,,False,,True,3,D1_Forest,100.0,0.266,0.018,0.118,0.135,0.101
AC129_4,33.04,17706257.0,4,1.25,22132821.0,44.2,1003.3,297.6,0.151,1078.9,0.824,2.62,35.66,29.85,0.727,0.96,0.0,36.62,33.06,17664306.0,22080383.0,43.8,36.64,16.0,4,river,Y,True,Spring Chinook; Coho; Summer Steelhead; Winter Steelhead; Sockeye; Dolly Varden / Bull Trout,fish,Upper SF Nooksack,CITY,Local,52.0,Large Stream,True,P1,Public/Open Space,,Skagit County,True,2,False,,False,,True,14,D1_Forest,91.3,0.403,0.034,0.88,0.417,0.42
AC130_1,40.17,18410481.0,1,0.5,9205240.0,23.1,1002.0,186.1,-0.446,778.5,0.138,0.55,40.72,25.31,0.655,1.1,0.0,41.82,40.65,18790617.0,9395308.0,23.3,42.32,9.9,4,river,Y,True,Spring Chinook; Coho; Summer Steelhead; Winter Steelhead; Sockeye; Dolly Varden / Bull Trout,fish,Upper SF Nooksack,CITY,Local,52.0,Large Stream,True,P2,Public/Open Space,,Skagit County,False,,False,,False,,False,12,D1_Forest,100.0,0.322,0.12,0.383,0.27,0.243
AC130_3,37.45,10465481.0,3,1.25,13081852.0,30.4,1002.0,309.7,0.154,1079.0,0.824,3.04,40.49,21.99,0.591,0.91,0.0,41.4,38.62,10789856.0,13487319.0,30.8,42.72,13.2,3,river,Y,True,Spring Chinook; Coho; Summer Steelhead; Winter Steelhead; Sockeye; Dolly Varden / Bull Trout,fish,Upper SF Nooksack,CITY,Local,52.0,Large Stream,True,P2,Public/Open Space,,Skagit County,False,,False,,False,,False,8,D1_Forest,100.0,0.392,0.079,0.52,0.321,0.3
AC131_2,37.34,15523572.0,2,1.0,15523572.0,34.7,1033.2,231.0,-0.211,924.0,0.413,1.52,38.86,20.49,0.559,0.86,0.0,39.72,37.0,15514811.0,15514811.0,34.3,39.35,13.5,4,river,Y,True,Spring Chinook; Coho; Summer Steelhead; Winter Steelhead; Sockeye; Dolly Varden / Bull Trout,fish,Upper SF Nooksack,CITY,Local,52.0,Large Stream,True,P2,Public/Open Space,,Skagit County,False,,False,,False,,False,9,D1_Forest,100.0,0.34,0.162,0.541,0.338,0.326
AC131_3,46.88,8738635.0,3,1.25,10923293.0,26.4,1033.2,325.3,0.554,1319.4,0.989,4.78,51.66,18.93,0.524,1.06,0.0,52.72,49.03,9139001.0,11423751.0,27.3,55.19,15.1,3,river,Y,True,Spring Chinook; Coho; Summer Steelhead; Winter Steelhead; Sockeye; Dolly Varden / Bull Trout,fish,Upper SF Nooksack,CITY,Local,52.0,Large Stream,True,P2,Public/Open Space,,Skagit County,False,,False,,False,,False,3,D1_Forest,100.0,0.29,0.037,0.11,0.148,0.109
AC132_1,40.85,73245899.0,1,0.5,36622949.0,59.6,1000.3,9.2,0.49,1245.5,0.97,3.98,44.83,25.84,0.662,1.13,0.0,45.96,41.31,73946163.0,36973082.0,59.6,46.49,27.7,5,river,Y,True,Spring Chinook; Coho; Summer Steelhead; Winter Steelhead; Sockeye; Dolly Varden / Bull Trout,fish,Upper SF Nooksack,CITY,Local,52.0,Large Stream,True,P2,Public/Open Space,,Skagit County,False,,False,,False,,False,44,D1_Forest,98.2,0.325,0.041,,0.308,0.303
AC132_3,50.4,69544990.0,3,1.25,86931238.0,83.6,1000.3,224.2,-0.329,835.8,0.221,1.16,51.56,25.91,0.663,1.46,0.0,53.02,50.93,70415538.0,88019422.0,83.6,53.58,44.8,4,river,Y,True,Spring Chinook; Coho; Summer Steelhead; Winter Steelhead; Sockeye; Dolly Varden / Bull Trout,fish,Upper SF Nooksack,CITY,Local,52.0,Large Stream,True,P2,Public/Open Space,,Skagit County,False,,False,,False,,False,28,D1_Forest,90.8,0.221,0.106,,0.201,0.184
AC133_1,41.92,14258509.0,1,0.5,7129255.0,19.0,1016.3,263.3,-0.027,1002.7,0.649,2.74,44.66,22.36,0.598,1.05,0.0,45.71,43.27,14717571.0,7358786.0,19.3,47.21,9.1,3,river,Y,True,Spring Chinook; Coho; Summer Steelhead; Winter Steelhead; Sockeye; Dolly Varden / Bull Trout,fish,Upper SF Nooksack,CITY,Local,52.0,Large Stream,True,P2,Public/Open Space,,Skagit County,False,,False,,False,,False,4,D1_Forest,100.0,0.296,0.013,0.429,0.237,0.212
AC133_3,35.87,5607075.0,3,1.25,7008843.0,18.7,1016.3,230.9,-0.429,798.1,0.163,0.57,36.44,47.41,0.911,1.33,0.0,37.77,35.22,5506977.0,6883722.0,18.3,37.08,6.8,3,river,Y,True,Spring Chinook; Coho; Summer Steelhead; Winter Steelhead; Sockeye; Dolly Varden / Bull Trout,fish,Upper SF Nooksack,CITY,Local,52.0,Large Stream,True,P2,Public/Open Space,,Skagit County,False,,False,,False,,False,3,D1_Forest,100.0,0.345,0.024,0.729,0.348,0.36
AC134_1,41.88,627494.0,1,0.5,313747.0,2.3,1021.3,19.3,0.165,1105.6,0.866,3.66,45.54,11.05,0.287,0.5,0.0,46.04,43.23,647708.0,323854.0,2.3,47.55,1.1,3,river,Y,True,Spring Chinook; Coho; Summer Steelhead; Winter Steelhead; Sockeye; Dolly Varden / Bull Trout,fish,Upper SF Nooksack,CITY,Local,52.0,Large Stream,True,P2,Public/Open Space,,Skagit County,False,,False,,False,,False,3,D1_Forest,100.0,0.297,0.013,0.433,0.239,0.214
AC134_2,35.79,42236.0,2,1.0,42236.0,0.4,1021.3,188.2,-0.976,523.1,0.004,0.01,35.8,65.32,0.99,1.44,0.0,37.24,35.25,41590.0,41590.0,0.3,36.68,0.1,1,river,Y,True,Spring Chinook; Coho; Summer Steelhead; Winter Steelhead; Sockeye; Dolly Varden / Bull Trout,fish,Upper SF Nooksack,CITY,Local,52.0,Large Stream,True,P2,Public/Open Space,,Skagit County,False,,False,,False,,False,2,D1_Forest,100.0,0.335,0.037,0.729,0.349,0.359
AC134_4,35.85,2214556.0,4,1.25,2768195.0,9.3,1021.3,201.5,-0.804,610.7,0.016,0.06,35.91,56.46,0.961,1.4,0.0,37.31,35.23,2175806.0,2719757.0,9.1,36.66,3.3,2,river,Y,True,Spring Chinook; Coho; Summer Steelhead; Winter Steelhead; Sockeye; Dolly Varden / Bull Trout,fish,Upper SF Nooksack,CITY,Local,52.0,Large Stream,True,P2,Public/Open Space,,Skagit County,False,,False,,False,,False,6,D1_Forest,100.0,0.344,0.026,0.729,0.348,0.359
AC135_1,44.98,9562126.0,1,0.5,4781063.0,13.8,1017.7,40.8,0.333,1186.9,0.942,4.34,49.32,35.16,0.799,1.53,0.0,50.85,47.24,10054330.0,5027165.0,14.3,53.46,7.6,4,river,Y,True,Spring Chinook; Coho; Summer Steelhead; Winter Steelhead; Sockeye; Dolly Varden / Bull Trout,fish,Upper SF Nooksack,CITY,Local,52.0,Large Stream,True,P2,Public/Open Space,,Skagit County,False,,False,,False,,False,6,D1_Forest,100.0,0.342,0.045,0.228,0.204,0.161
AC135_3,39.96,9292133.0,3,1.25,11615166.0,27.8,1017.7,232.4,-0.224,903.7,0.36,1.44,41.4,47.77,0.913,1.52,0.0,42.92,41.13,9552385.0,11940482.0,28.2,44.19,12.5,3,river,Y,True,Spring Chinook; Coho; Summer Steelhead; Winter Steelhead; Sockeye; Dolly Varden / Bull Trout,fish,Upper SF Nooksack,CITY,Local,52.0,Large Stream,True,P2,Public/Open Space,,Skagit County,False,,False,,False,,False,7,D1_Forest,100.0,0.31,0.183,0.279,0.256,0.23
AC135_4,48.15,5359402.0,4,1.25,6699252.0,18.1,1017.7,317.7,0.157,1097.6,0.854,4.27,52.42,7.89,0.163,0.34,0.0,52.76,49.56,5512163.0,6890204.0,18.3,54.33,9.9,3,river,Y,True,Spring Chinook; Coho; Summer Steelhead; Winter Steelhead; Sockeye; Dolly Varden / Bull Trout,fish,Upper SF Nooksack,CITY,Local,52.0,Large Stream,True,P2,Public/Open Space,,Skagit County,False,,False,,False,,False,7,D1_Forest,96.5,0.186,0.02,,0.124,0.099
AC136_1,46.04,27070979.0,1,0.5,13535489.0,31.2,1001.2,17.3,0.555,1278.8,0.98,4.64,50.68,17.16,0.482,0.95,0.0,51.63,48.22,28366257.0,14183129.0,32.2,54.13,17.4,3,river,Y,True,Spring Chinook; Coho; Summer Steelhead; Winter Steelhead; Sockeye; Dolly Varden / Bull Trout,fish,Upper SF Nooksack,CITY,Local,52.0,Large Stream,True,P2,Public/Open Space,,Skagit County,False,,False,,False,,False,6,D1_Forest,100.0,0.32,0.036,0.204,0.186,0.144
AC136_3,39.02,22551386.0,3,1.25,28189233.0,51.6,1001.2,250.8,-0.11,945.9,0.476,1.85,40.87,22.25,0.595,0.96,0.0,41.83,40.12,23169605.0,28962007.0,52.1,43.02,22.4,4,river,Y,True,Spring Chinook; Coho; Summer Steelhead; Winter Steelhead; Sockeye; Dolly Varden / Bull Trout,fish,Upper SF Nooksack,CITY,Local,52.0,Large Stream,True,P2,Public/Open Space,,Skagit County,False,,False,,False,,False,7,D1_Forest,100.0,0.293,0.175,0.349,0.268,0.243
AC137_1,42.05,21492438.0,1,0.5,10746219.0,26.1,1007.9,10.6,0.379,1199.0,0.949,4.03,46.08,26.39,0.671,1.19,0.0,47.27,43.73,22344038.0,11172019.0,26.7,49.2,13.1,3,river,Y,True,Spring Chinook; Coho; Summer Steelhead; Winter Steelhead; Sockeye; Dolly Varden / Bull Trout,fish,Upper SF Nooksack,CITY,Local,52.0,Large Stream,True,P2,Public/Open Space,,Skagit County,False,,False,,False,,False,8,D1_Forest,100.0,0.342,0.033,0.331,0.231,0.197
AC137_3,45.83,15291200.0,3,1.25,19113999.0,40.1,1007.9,214.0,-0.576,717.9,0.072,0.34,46.17,28.11,0.699,1.37,0.0,47.54,47.74,15941330.0,19926662.0,41.0,49.54,20.3,3,river,Y,True,Spring Chinook; Coho; Summer Steelhead; Winter Steelhead; Sockeye; Dolly Varden / Bull Trout,fish,Upper SF Nooksack,CITY,Local,52.0,Large Stream,True,P2,Public/Open Space,,Skagit County,False,,False,,False,,False,7,D1_Forest,100.0,0.305,0.181,0.064,0.189,0.153
AC137_4,37.86,1470983.0,4,1.25,1838729.0,7.1,1007.9,254.5,-0.106,954.4,0.5,1.87,39.73,16.28,0.459,0.72,0.0,40.45,38.1,1482090.0,1852612.0,7.1,40.71,2.9,2,river,Y,True,Spring Chinook; Coho; Summer Steelhead; Winter Steelhead; Sockeye; Dolly Varden / Bull Trout,fish,Upper SF Nooksack,CITY,Local,52.0,Large Stream,True,P2,Public/Open Space,,Skagit County,False,,False,,False,,False,4,D1_Forest,100.0,0.227,0.047,0.662,0.295,0.289
AC138_1,40.73,39117397.0,1,0.5,19558699.0,40.8,1060.2,97.8,-0.065,1026.0,0.715,2.92,43.65,,0.5,0.85,0.0,44.5,41.52,39678228.0,19839114.0,40.9,45.38,18.6,3,river,N,True,Summer Steelhead; Winter Steelhead; Dolly Varden / Bull Trout,fish,Upper SF Nooksack,USFS,Federal,33.0,Large Stream,False,P3,Federal Forest,,Whatcom County,False,,False,,False,,False,18,D1_Forest,98.4,0.487,0.097,,0.336,0.331
AC138_3,29.03,23074152.0,3,1.25,28842690.0,52.3,1060.2,207.1,-0.222,942.7,0.467,1.27,30.3,36.8,0.819,0.93,0.0,31.23,28.44,22537005.0,28171257.0,51.2,30.59,15.7,3,river,N,True,Summer Steelhead; Winter Steelhead; Dolly Varden / Bull Trout,fish,Upper SF Nooksack,USFS,Federal,33.0,Large Stream,False,P3,Federal Forest,,Whatcom County,False,,False,,False,,False,23,D1_Forest,100.0,0.596,0.046,,0.495,0.511
AC139_1,46.63,86267.0,1,0.5,43134.0,0.4,992.2,343.7,0.627,1303.4,0.986,4.74,51.37,14.17,0.395,0.79,0.0,52.16,48.86,90387.0,45194.0,0.4,54.71,0.2,1,river,Y,True,Spring Chinook; Coho; Summer Steelhead; Winter Steelhead; Sockeye; Dolly Varden / Bull Trout,fish,Upper SF Nooksack,CITY,Local,52.0,Large Stream,True,P2,Public/Open Space,,Skagit County,False,,False,,False,,False,1,D1_Forest,100.0,0.267,0.105,0.073,0.152,0.112
AC139_3,38.87,22633439.0,3,1.25,28291799.0,51.8,992.2,322.9,0.227,1104.9,0.864,3.34,42.21,12.8,0.351,0.56,0.0,42.77,39.47,22896286.0,28620358.0,51.7,43.44,22.5,3,river,Y,True,Spring Chinook; Coho; Summer Steelhead; Winter Steelhead; Sockeye; Dolly Varden / Bull Trout,fish,Upper SF Nooksack,CITY,Local,52.0,Large Stream,True,P2,Public/Open Space,,Skagit County,False,,False,,False,,False,13,D1_Forest,100.0,0.346,0.026,0.503,0.281,0.265
AC139_4,41.75,58375585.0,4,1.25,72969482.0,79.5,992.2,205.5,-0.473,757.5,0.112,0.47,42.22,38.19,0.835,1.46,0.0,43.68,43.2,60509324.0,75636655.0,80.2,45.21,36.3,4,river,Y,True,Spring Chinook; Coho; Summer Steelhead; Winter Steelhead; Sockeye; Dolly Varden / Bull Trout,fish,Upper SF Nooksack,CITY,Local,52.0,Large Stream,True,P2,Public/Open Space,,Skagit County,False,,False,,False,,False,15,D1_Forest,100.0,0.339,0.03,0.273,0.211,0.18
AC140_1,43.56,3293447.0,1,0.5,1646724.0,6.5,1028.4,183.1,-0.591,724.3,0.077,0.34,43.9,36.73,0.818,1.51,0.0,45.41,45.74,3458115.0,1729057.0,6.7,47.7,3.2,3,river,Y,True,Spring Chinook; Coho; Summer Steelhead; Winter Steelhead; Sockeye; Dolly Varden / Bull Trout,fish,Upper SF Nooksack,CITY,Local,52.0,Large Stream,True,P2,Public/Open Space,,Skagit County,False,,False,,False,,False,9,D1_Forest,100.0,0.354,0.032,0.237,0.206,0.167
AC140_2,46.69,2827859.0,2,1.0,2827859.0,9.4,1028.4,301.7,0.3,1182.7,0.939,4.52,51.21,8.97,0.206,0.41,0.0,51.62,48.97,2966407.0,2966407.0,9.7,54.19,5.3,3,river,Y,True,Spring Chinook; Coho; Summer Steelhead; Winter Steelhead; Sockeye; Dolly Varden / Bull Trout,fish,Upper SF Nooksack,CITY,Local,52.0,Large Stream,True,P2,Public/Open Space,,Skagit County,False,,False,,False,,False,4,D1_Forest,100.0,0.257,0.102,0.084,0.151,0.11
AC141_1,49.26,8838866.0,1,0.5,4419433.0,13.0,1006.5,174.6,-0.582,713.8,0.069,0.35,49.61,38.53,0.838,1.79,0.0,51.4,50.77,9121773.0,4560886.0,13.2,52.99,7.0,3,river,Y,True,Spring Chinook; Coho; Summer Steelhead; Winter Steelhead; Sockeye; Dolly Varden / Bull Trout,fish,Upper SF Nooksack,CITY,Local,52.0,Large Stream,True,P2,Public/Open Space,,Skagit County,False,,False,,False,,False,8,D1_Forest,100.0,0.229,0.008,0.079,0.106,0.079
AC141_3,47.19,6587237.0,3,1.25,8234047.0,21.2,1006.5,319.7,0.316,1165.5,0.928,4.52,51.71,11.69,0.311,0.63,0.0,52.34,49.86,6969722.0,8712153.0,21.9,55.36,12.1,2,river,Y,True,Spring Chinook; Coho; Summer Steelhead; Winter Steelhead; Sockeye; Dolly Varden / Bull Trout,fish,Upper SF Nooksack,CITY,Local,52.0,Large Stream,True,P2,Public/Open Space,,Skagit County,False,,False,,False,,False,4,D1_Forest,100.0,0.162,0.08,0.185,0.14,0.091
AC142_1,43.82,15425295.0,1,0.5,7712648.0,20.2,1017.9,2.0,0.83,1440.6,0.999,4.45,48.27,58.45,0.969,1.8,0.0,50.07,46.29,16295277.0,8147639.0,20.9,52.97,11.1,4,river,Y,True,Spring Chinook; Coho; Summer Steelhead; Winter Steelhead; Sockeye; Dolly Varden / Bull Trout,fish,Upper SF Nooksack,CITY,Local,52.0,Large Stream,True,P2,Public/Open Space,,Skagit County,False,,False,,False,,False,9,D1_Forest,100.0,0.329,0.056,0.235,0.205,0.16
AC142_2,46.88,15544895.0,2,1.0,15544895.0,34.7,1017.9,213.1,-0.343,843.2,0.234,1.13,48.01,25.02,0.649,1.31,0.0,49.32,48.94,16226011.0,16226011.0,35.5,51.51,18.3,3,river,Y,True,Spring Chinook; Coho; Summer Steelhead; Winter Steelhead; Sockeye; Dolly Varden / Bull Trout,fish,Upper SF Nooksack,CITY,Local,52.0,Large Stream,True,P2,Public/Open Space,,Skagit County,False,,False,,False,,False,9,D1_Forest,100.0,0.277,0.022,0.166,0.154,0.118
