BID,asp,af
L575_2,324.6,0.044
T4196_1,176.9,-0.582
T4193_2,197.9,-0.467
T4197_1,192.8,-0.324
T13671_2,326.4,0.212
T13612_2,183.0,-0.152
T13612_1,148.1,-0.259
T13664_2,205.7,-0.08
T17041_1,137.6,-0.437
T13631_2,198.2,-0.656
T13664_1,203.9,-0.185
T13613_1,170.9,-0.336
T13654_1,211.1,-0.151
T4191_1,189.6,-0.376
T13608_1,302.2,0.414
L617_8,285.6,0.157
T4194_2,208.2,-0.101
T13607_2,235.8,-0.136
T13662_2,309.9,0.114
T4199_1,343.1,0.172
T16431_1,169.3,-0.303
L579_4,264.8,-0.016
T4212_1,138.4,-0.276
T4212_2,293.0,0.054
T13624_2,243.9,-0.171
T13669_1,125.2,-0.006
L575_1,52.4,0.37
T4204_1,312.3,0.12
T13650_2,222.6,-0.286
T13661_1,109.2,-0.024
T4195_1,178.0,-0.581
T4195_2,214.5,-0.282
T13545_2,242.1,-0.117
T13545_1,153.1,-0.13
T13642_2,253.5,-0.064
L574_1,116.3,-0.362
T16814_2,210.8,-0.086
T16814_1,94.6,-0.059
T13666_2,162.5,-0.079
T13665_2,291.1,0.045
T13596_1,140.6,-0.498
T13681_1,255.2,-0.017
T13663_2,4.6,0.217
T13640_1,134.0,-0.163
T4210_2,321.9,0.301
T4205_1,335.8,0.281
T4220_1,82.3,0.022
T13608_2,265.8,-0.061
T13648_1,209.7,-0.11
T13646_2,277.2,0.015
T13678_1,337.2,0.039
T17042_2,192.2,-0.552
T13675_2,209.1,-0.12
T13657_1,153.9,-0.213
T13670_2,338.5,0.036
T13596_2,193.1,-0.606
T13604_2,196.5,-0.418
T13642_1,124.7,-0.1
T13657_2,227.5,-0.194
T13658_2,145.1,-0.37
T13672_1,26.4,0.075
T13624_1,189.8,-0.606
T13675_1,92.7,-0.004
O530_3,252.5,-0.121
T13685_2,335.7,0.296
T13678_2,220.3,-0.191
O530_2,319.2,0.068
T13604_1,127.4,-0.497
O530_1,37.2,0.235
T13614_2,217.5,-0.367
T13672_2,229.5,-0.163
O519_4,222.0,-0.145
T4205_2,190.4,-0.48
T4210_1,167.2,-0.318
T4203_2,193.7,-0.547
T13686_1,3.8,0.149
T4220_2,168.2,-0.194
T13671_1,190.6,-0.223
T4199_2,188.5,-0.363
T13641_1,76.5,0.109
T13646_1,75.2,0.025
T13641_2,69.1,0.025
T13669_2,179.1,-0.227
T13660_2,3.9,0.198
O531_1,13.8,0.337
T13654_2,193.2,-0.774
T13679_1,119.0,-0.088
T13660_1,117.6,-0.182
T13658_1,122.6,-0.164
L617_2,94.2,-0.028
T13665_1,122.1,-0.043
T13679_2,226.8,-0.187
T13682_1,36.7,0.122
L579_1,108.4,-0.05
L576_2,216.3,-0.023
O531_2,186.8,-0.136
L577_2,226.1,-0.188
T13694_1,189.2,-0.388
T13694_2,226.0,-0.182
T13704_2,322.0,0.14
T13662_1,265.5,-0.013
T13666_1,71.8,0.013
T4204_2,220.1,-0.21
T13695_2,200.5,-0.538
T13695_1,106.8,-0.203
T13412_1,354.2,0.118
T13412_2,317.6,0.11
T13681_2,210.6,-0.069
T13661_2,162.7,-0.273
T13643_1,145.0,-0.572
T13699_1,49.0,0.409
T13639_1,21.9,0.437
T13639_2,335.5,0.651
T13691_2,20.0,0.342
T13405_1,71.0,0.047
T13405_2,324.0,0.089
T13667_1,262.5,-0.097
T13673_1,79.2,0.095
T14916_1,140.0,-0.096
T13699_2,157.0,-0.456
T13643_2,176.4,-0.598
T13691_1,91.9,-0.015
T13663_1,104.8,-0.006
T14915_1,157.3,-0.104
T14914_2,75.9,0.048
T13614_1,154.4,-0.554
T15542_1,192.2,-0.143
T15542_2,241.6,-0.032
T13683_1,117.8,-0.172
T13670_1,182.2,-0.061
T13698_1,326.4,0.134
T13687_1,256.8,-0.01
T13683_2,183.9,-0.693
L576_1,182.3,-0.606
T13674_2,358.4,0.594
T4170_2,242.2,-0.055
T13702_2,274.6,0.005
L578_1,22.7,0.047
T13685_1,234.5,-0.2
T4217_2,245.4,-0.202
T13630_1,114.9,-0.118
T13630_2,302.1,0.111
T4170_1,255.9,-0.019
T13653_1,39.9,0.519
T4206_2,276.9,0.06
T4217_1,157.9,-0.372
T4211_2,281.0,0.062
T13713_1,179.3,-0.456
T13713_2,202.5,-0.761
L579_2,169.4,-0.077
T13686_2,169.4,-0.171
T4206_1,49.9,0.39
T13690_2,167.9,-0.113
L579_5,273.5,0.015
T13652_2,238.2,-0.263
T13696_1,144.9,-0.155
T4218_1,114.1,-0.322
T4218_2,238.2,-0.427
T4211_1,147.5,-0.248
T4203_1,147.3,-0.526
L579_3,113.0,-0.248
L577_1,191.4,-0.532
T13399_2,306.6,0.153
T13399_1,98.6,-0.042
T13688_2,349.8,0.11
T13711_2,211.9,-0.279
T13711_1,184.1,-0.1
L580_1,156.3,-0.664
O531_3,203.9,-0.313
T13667_2,191.2,-0.896
T13628_1,12.5,0.174
T13628_2,223.6,-0.143
T13659_1,138.8,-0.473
T13703_2,96.5,-0.016
T13700_1,16.4,0.039
T13659_2,245.2,-0.291
T13721_2,323.5,0.441
T13721_1,112.5,-0.178
T13656_2,223.3,-0.515
L580_2,182.1,-0.115
T15688_2,272.2,0.011
T13696_2,244.8,-0.039
T13705_1,164.6,-0.192
T13682_2,83.3,0.018
T13649_1,190.6,-0.716
T13649_2,210.6,-0.73
T13697_2,148.7,-0.18
T16788_1,66.2,0.063
T16788_2,246.1,-0.019
T13690_1,142.8,-0.558
T13703_1,194.5,-0.023
T13689_1,87.4,0.019
T13709_2,349.6,0.131
T13689_2,323.5,0.291
T13704_1,199.0,-0.275
T13715_2,237.9,-0.136
T13652_1,176.3,-0.606
T4251_1,72.1,0.072
T4251_2,230.2,-0.167
T13677_2,91.9,-0.002
L581_2,85.4,0.003
T13733_2,264.2,-0.057
L581_1,175.1,-0.307
T13724_2,234.5,-0.021
T13673_2,73.0,0.16
O532_1,22.0,0.309
T14916_2,144.8,-0.16
T13722_2,321.3,0.303
T13674_1,67.9,0.165
T13724_1,247.8,-0.085
T13623_2,241.3,-0.042
T13623_1,1.5,0.093
T14915_2,165.7,-0.095
T13653_2,172.3,-0.138
T13727_2,249.2,-0.089
L582_2,287.5,0.002
T14914_1,58.6,0.101
T13705_2,257.0,-0.06
L582_1,74.1,0.113
T13697_1,157.4,-0.256
T4214_1,18.0,0.491
L581_3,238.1,-0.217
T13598_2,226.8,-0.108
T13733_1,271.5,0.018
T4235_1,83.1,0.072
T4235_2,249.6,-0.291
T13391_2,0.4,0.075
T13391_1,18.4,0.111
T13729_1,58.9,0.178
O532_2,212.0,-0.026
T15688_1,159.6,-0.384
T13687_2,242.9,-0.135
T13729_2,273.6,0.015
T13701_2,187.0,-0.151
T13701_1,120.7,-0.027
T13698_2,196.2,-0.119
T4227_1,41.0,0.309
T4208_2,341.8,0.449
L583_3,299.8,0.031
T14917_2,320.9,0.019
T4213_1,43.5,0.578
T4213_2,341.1,0.849
T13715_1,147.1,-0.057
T13730_1,354.4,0.152
T13702_1,198.2,-0.168
T13656_1,178.1,-0.714
T13735_1,124.7,-0.095
T4227_2,182.7,-0.731
L578_2,203.0,-0.258
T13735_2,223.5,-0.138
T13737_1,54.5,0.278
T13706_1,49.0,0.427
L583_1,44.3,0.013
T4225_1,33.1,0.247
T13706_2,300.2,0.321
L582_3,300.6,0.363
T13736_1,247.1,-0.125
T4269_2,177.4,-0.105
T13709_1,225.7,-0.071
T13750_2,287.9,0.075
T4269_1,126.5,-0.077
T13731_1,230.8,-0.095
T13740_1,222.9,-0.124
T13742_1,160.4,-0.302
T13727_1,283.3,0.072
T13738_2,192.5,-0.186
T13707_2,193.9,-0.591
T13738_1,216.0,-0.199
T13708_2,180.5,-0.085
T13708_1,212.5,-0.104
T13726_2,305.8,0.063
T4228_1,313.4,0.097
T13684_2,333.2,0.072
T13598_1,181.7,-0.116
T13684_1,50.3,0.043
T4225_2,199.4,-0.539
L584_1,254.9,-0.063
T13736_2,218.6,-0.591
T4226_1,31.5,0.286
L585_2,191.5,-0.092
T13688_1,207.5,-0.139
T13730_2,215.1,-0.207
T13722_1,135.0,-0.311
T4214_2,205.1,-0.353
T13731_2,239.7,-0.067
T13700_2,23.9,0.032
T4228_2,221.4,-0.105
T13744_1,144.9,-0.257
L580_3,212.2,-0.589
T4208_1,156.9,-0.226
T4226_2,188.4,-0.432
O532_3,219.1,-0.367
T13732_1,91.6,-0.008
T13737_2,165.5,-0.525
T4224_1,99.0,-0.113
T4224_2,185.5,-0.385
O533_1,27.7,0.147
T13734_1,106.7,-0.075
T13734_2,230.4,-0.291
T13677_1,96.9,-0.006
T13744_2,287.4,0.02
O533_2,290.1,0.021
O533_3,15.8,0.033
L586_2,229.6,-0.109
T13728_1,148.7,-0.169
T13717_1,165.8,-0.661
T13755_2,298.8,0.238
T13707_1,172.2,-0.733
T13719_1,357.3,0.321
T13741_1,246.9,-0.011
T13728_2,127.5,-0.099
T4215_2,346.3,0.283
T13742_2,188.8,-0.741
T13693_1,171.1,-0.589
T13751_2,327.8,0.037
T13759_1,146.2,-0.53
T13759_2,229.9,-0.384
T13720_2,203.3,-0.037
T13720_1,167.3,-0.025
T13766_2,234.5,-0.328
T4219_1,85.9,0.031
T13750_1,177.7,-0.108
T13739_1,132.2,-0.362
T14917_1,116.2,-0.031
T13739_2,196.1,-0.423
T4215_1,128.1,-0.338
T13732_2,141.8,-0.511
T13693_2,235.1,-0.256
L587_2,220.1,-0.02
T13746_2,166.6,-0.24
T4219_2,200.0,-0.288
T13740_2,230.6,-0.162
T4230_1,310.8,0.049
T13743_1,145.6,-0.272
T4233_2,262.5,-0.038
T13763_2,182.1,-0.633
L583_2,187.7,-0.146
T13726_1,277.4,0.01
T13766_1,186.3,-0.813
T4241_2,266.3,-0.014
T13765_1,230.7,-0.04
T4230_2,205.8,-0.245
T15691_2,275.0,0.054
T4234_1,125.5,-0.204
T13761_2,207.0,-0.214
T13749_1,41.4,0.486
T4229_1,89.1,0.008
T15836_1,83.1,0.012
T4216_2,21.0,0.226
T13747_2,54.5,0.259
T15541_2,250.0,-0.023
T4229_2,193.9,-0.447
T13764_2,115.8,-0.258
T13743_2,147.3,-0.011
L584_2,250.8,-0.235
T13692_1,354.8,0.386
T13769_2,269.7,-0.002
T13769_1,105.4,-0.037
L585_1,187.9,-0.627
T4234_2,264.8,-0.031
T13774_1,262.1,-0.043
T13768_2,297.3,0.054
T13716_1,85.3,0.027
T15691_1,140.4,-0.197
T13748_1,140.8,-0.42
T13748_2,141.3,-0.485
T13716_2,88.7,0.006
T15541_1,184.3,-0.07
L588_1,24.8,0.017
T15836_2,321.8,0.132
T13770_2,298.1,0.051
T13717_2,186.8,-0.807
T13749_2,194.8,-0.18
T13778_2,248.2,-0.159
T13778_1,105.5,-0.103
T13719_2,314.0,0.086
L586_1,219.6,-0.311
T13754_1,168.3,-0.154
T13741_2,197.3,-0.144
T13754_2,199.4,-0.124
T16786_1,113.0,-0.043
T13751_1,218.8,-0.073
T13755_1,149.2,-0.465
T13745_2,207.2,-0.041
T16786_2,258.2,-0.037
T4216_1,151.6,-0.198
T13745_1,111.3,-0.048
T13763_1,164.5,-0.708
T4241_1,145.2,-0.144
T13753_2,167.4,-0.121
T13753_1,129.6,-0.125
T13761_1,159.6,-0.767
T13764_1,183.5,-0.685
T13710_2,215.5,-0.432
T13747_1,88.9,0.005
T13767_2,340.4,0.106
L587_1,165.8,-0.204
T16784_1,20.8,0.052
T13746_1,148.5,-0.478
T13712_2,5.6,0.072
T13767_1,121.6,-0.226
T4233_1,199.2,-0.266
T13765_2,213.5,-0.085
T13770_1,168.4,-0.117
T13785_2,212.0,-0.167
L589_2,65.6,0.012
L589_3,189.0,-0.202
T4231_1,300.2,0.051
T4231_2,212.6,-0.42
T13668_2,328.5,0.099
T13668_1,145.7,-0.116
T13776_2,345.4,0.11
T4063_2,246.2,-0.045
T4063_1,162.7,-0.08
T13775_2,321.0,0.062
T13782_2,245.0,-0.118
T13780_1,122.9,-0.154
T13780_2,217.0,-0.175
T13692_2,198.6,-0.166
T4243_2,263.4,-0.017
T13790_1,342.3,0.197
T4243_1,147.7,-0.161
T16813_2,236.6,-0.077
T16813_1,93.2,-0.043
T13774_2,204.6,-0.337
T13710_1,175.1,-0.679
T13768_1,214.0,-0.091
T15687_1,126.3,-0.116
T13771_1,141.7,-0.093
T13771_2,224.5,-0.106
T13756_1,159.5,-0.38
T13756_2,189.4,-0.355
T13792_2,255.8,-0.029
T13712_1,84.4,0.003
T15687_2,192.0,-0.267
L588_2,228.7,-0.225
T13676_2,145.8,-0.058
T13781_1,164.1,-0.616
T4238_2,266.0,-0.018
T4239_1,5.7,0.256
L590_2,293.9,0.023
T13788_1,264.6,-0.041
T15686_2,210.7,-0.27
T15686_1,133.0,-0.415
T4238_1,138.5,-0.344
T4232_1,267.9,-0.011
T4239_2,230.0,-0.205
T13752_2,172.3,-0.514
T13787_1,344.7,0.226
T13779_2,235.5,-0.063
T13779_1,171.9,-0.07
T13784_1,114.4,-0.081
T13787_2,267.3,-0.014
T13776_1,178.8,-0.251
T4236_1,181.1,-0.337
T13782_1,129.5,-0.113
T4236_2,187.6,-0.402
T13752_1,169.4,-0.741
T13784_2,236.1,-0.276
T13803_1,143.0,-0.034
T13762_2,76.5,0.03
T13781_2,231.0,-0.405
T13762_1,28.6,0.392
T13783_1,21.3,0.181
T4294_1,341.6,0.331
T16784_2,143.3,-0.03
T13804_1,300.5,0.008
T13760_2,297.5,0.394
T4221_1,312.3,0.426
T4221_2,258.2,-0.187
L589_1,170.5,-0.779
T13795_1,154.4,-0.19
T13785_1,180.5,-0.306
T4294_2,203.9,-0.383
T13820_1,84.2,0.017
T13820_2,213.6,-0.268
L591_1,126.3,-0.364
T13775_1,180.7,-0.247
T13788_2,239.0,-0.288
T13795_2,225.4,-0.194
T13636_2,232.0,-0.209
T13636_1,168.7,-0.192
T13817_2,251.5,-0.176
T13800_2,311.5,0.057
T13796_1,138.2,-0.093
T13796_2,270.1,0.002
T4237_2,294.2,0.141
T13777_2,160.5,-0.211
T13777_1,136.3,-0.187
T13790_2,205.2,-0.329
T13801_2,11.9,0.146
T13798_2,141.7,-0.031
T13799_1,24.1,0.109
T13819_2,184.3,-0.606
T13791_2,165.4,-0.724
T13819_1,127.0,-0.424
L591_2,231.6,-0.03
T13806_1,211.8,-0.111
T13792_1,183.1,-0.306
T13793_2,258.7,-0.067
T13821_2,269.4,-0.006
T13814_2,190.1,-0.429
T13760_1,228.6,-0.532
T4250_1,68.4,0.039
T4250_2,220.8,-0.145
T4172_2,176.0,-0.085
T13757_1,110.3,-0.192
T4172_1,217.9,-0.07
T13757_2,224.1,-0.421
T13815_2,188.1,-0.085
T13810_1,210.4,-0.078
T13676_1,303.4,0.009
T13821_1,184.7,-0.788
T13800_1,135.6,-0.142
T13791_1,179.0,-0.745
L590_1,147.0,-0.125
T13803_2,221.3,-0.206
T4263_2,229.3,-0.021
T4263_1,269.1,-0.001
T13812_1,198.2,-0.19
T4232_2,242.9,-0.19
T13825_2,190.5,-0.3
T13772_2,250.9,-0.112
T13772_1,70.0,0.207
T13817_1,213.8,-0.435
T13823_1,56.6,0.348
T13805_1,204.3,-0.294
T16427_1,134.4,-0.238
T13799_2,51.7,0.041
T16427_2,279.9,0.053
T13827_1,151.1,-0.066
T13798_1,197.7,-0.169
T13804_2,190.3,-0.125
T13783_2,153.4,-0.227
T13811_2,173.5,-0.083
T13811_1,120.9,-0.111
T13809_2,149.1,-0.072
T13836_1,142.2,-0.191
T13802_1,273.9,0.006
T13825_1,179.1,-0.191
T13801_1,357.3,0.099
T13828_2,158.6,-0.273
T13847_1,10.7,0.393
T13833_2,254.3,-0.042
T13847_2,349.3,0.307
T4242_2,251.7,-0.028
T16785_1,87.9,0.005
T16785_2,11.3,0.061
T13836_2,209.8,-0.265
T4244_2,267.8,-0.008
T13822_1,221.4,-0.077
T13789_2,267.6,-0.036
T4242_1,158.9,-0.129
T13814_1,189.5,-0.409
T13834_1,32.8,0.043
T13826_1,121.4,-0.297
T13824_1,228.6,-0.095
T4237_1,156.3,-0.194
L617_11,266.6,-0.042
T13849_1,103.8,-0.069
T13827_2,239.5,-0.079
T13828_1,149.6,-0.675
T4268_2,248.7,-0.061
T13802_2,202.5,-0.356
T13793_1,220.6,-0.301
T4240_2,225.8,-0.263
T13806_2,255.9,-0.016
T13794_1,54.2,0.049
T15843_2,309.8,0.091
T13786_1,158.2,-0.511
T13786_2,190.3,-0.723
T13818_1,104.3,-0.054
T13829_2,263.8,-0.009
T13818_2,211.5,-0.131
T4268_1,124.7,-0.009
T4292_2,270.2,0.001
L591_3,184.7,-0.478
T13831_1,92.6,-0.003
T13845_2,190.8,-0.244
T13854_1,262.6,-0.029
T13822_2,227.6,-0.102
T13815_1,181.4,-0.225
T13835_1,24.6,0.036
T13857_2,202.1,-0.166
T4240_1,170.9,-0.503
T13810_2,186.4,-0.132
T13797_1,101.2,-0.088
T13797_2,268.8,-0.021
T13838_2,190.5,-0.047
T13823_2,144.2,-0.178
O523_1,43.6,0.367
T13794_2,141.4,-0.089
T13850_1,61.7,0.355
T13842_1,191.0,-0.238
T13842_2,231.8,-0.225
T13844_1,125.1,-0.084
T13844_2,111.0,-0.095
T13843_2,356.7,0.635
T13812_2,202.3,-0.105
T13859_1,197.6,-0.168
T13859_2,226.0,-0.047
T13714_1,23.6,0.023
T4223_1,287.5,0.179
T4223_2,278.7,0.105
T4222_2,268.8,-0.014
T13714_2,220.5,-0.24
T13843_1,172.0,-0.179
T13849_2,130.0,-0.232
T4293_1,19.1,0.246
T4293_2,218.7,-0.34
T13833_1,127.9,-0.162
T13826_2,181.9,-0.704
T13855_1,4.5,0.274
T13850_2,203.6,-0.357
T13805_2,205.2,-0.466
O534_2,33.8,0.217
L592_2,63.9,0.042
T4257_1,328.9,0.316
T13832_1,19.0,0.251
T13832_2,271.0,0.006
O521_1,73.1,0.268
O523_4,317.0,0.425
T13834_2,227.5,-0.238
T4248_1,331.4,0.25
T13809_1,169.3,-0.167
T4249_2,196.6,-0.315
T4292_1,198.3,-0.28
T13846_2,236.1,-0.25
T13855_2,228.0,-0.176
O521_2,358.0,0.971
T13845_1,203.9,-0.391
T13838_1,187.6,-0.213
T13846_1,199.4,-0.579
T13864_2,235.6,-0.143
T13865_1,190.5,-0.065
T13865_2,223.4,-0.054
T4244_1,179.7,-0.583
O534_4,241.7,-0.177
O534_3,41.9,0.016
T13824_2,239.5,-0.082
T13854_2,201.2,-0.403
T330_1,301.0,0.447
T13789_1,233.6,-0.543
O523_2,344.4,0.087
T13868_1,215.5,-0.47
T13851_2,114.5,-0.036
T13851_1,123.5,-0.201
O534_1,138.3,-0.362
T13839_2,231.3,-0.025
T13839_1,226.5,-0.052
T4222_1,270.1,0.001
O524_1,27.7,0.312
T4252_2,339.7,0.639
T13858_1,164.3,-0.428
T13869_2,281.4,0.039
T13858_2,165.6,-0.248
T15843_1,121.7,-0.138
T13829_1,228.2,-0.039
T13831_2,206.3,-0.119
L592_1,99.2,-0.019
T13857_1,169.4,-0.315
T13870_1,187.5,-0.282
T13870_2,277.5,0.051
T4256_2,342.5,0.303
T13835_2,180.8,-0.228
T4248_2,192.8,-0.442
T4249_1,149.0,-0.201
T13853_1,92.5,-0.01
T4255_2,313.5,0.437
O535_3,23.2,0.265
T13723_2,212.7,-0.27
O524_2,26.7,0.134
T13874_2,327.0,0.46
L593_1,254.6,-0.057
T4246_2,314.9,0.24
T4245_1,8.5,0.195
T13867_1,127.5,-0.236
L594_2,200.0,-0.013
L594_3,279.9,0.026
O524_3,196.8,-0.415
L595_1,43.6,0.013
T13874_1,198.6,-0.171
O535_2,282.0,0.036
T13830_2,162.9,-0.152
T13868_2,209.8,-0.743
T4262_1,143.2,-0.29
T13871_1,135.3,-0.107
T4262_2,196.4,-0.174
T4252_1,193.2,-0.727
T4257_2,184.6,-0.465
T13758_2,33.4,0.134
T13862_2,10.4,0.21
T13758_1,73.4,0.061
T4253_2,251.3,-0.122
T13871_2,245.5,-0.186
T13881_1,105.4,-0.115
T13881_2,98.5,-0.043
T13879_2,226.4,-0.562
L596_2,289.7,0.054
T4246_1,149.2,-0.351
T13878_2,,0.0
T13723_1,137.3,-0.487
L593_2,138.9,-0.035
T13864_1,210.2,-0.387
T13875_1,253.8,-0.038
L597_4,286.6,0.098
L595_2,223.7,-0.16
O525_5,267.2,-0.035
T4247_1,4.0,0.184
T13877_2,247.0,-0.086
O523_3,175.1,-0.517
T13867_2,167.1,-0.711
T13840_2,266.0,-0.053
T13879_1,201.2,-0.665
T16783_1,72.1,0.054
T13837_2,59.3,0.112
T13883_2,29.2,0.228
T13830_1,172.4,-0.081
L617_9,284.6,0.169
L597_5,211.4,-0.594
T13853_2,136.0,-0.254
T4254_2,335.5,0.268
T13869_1,186.5,-0.326
T4255_1,159.3,-0.437
T13872_1,38.5,0.227
T13872_2,232.1,-0.132
T4247_2,212.5,-0.426
T4245_2,220.5,-0.32
T4256_1,193.7,-0.465
T13895_1,91.6,-0.017
T13895_2,173.2,-0.7
T13876_2,222.7,-0.247
T13876_1,220.0,-0.316
T14870_2,257.3,-0.035
T14870_1,109.5,-0.048
T4253_1,202.9,-0.334
T4285_1,78.2,0.081
T16430_2,285.1,0.091
T4267_2,242.1,-0.053
T4267_1,224.6,-0.013
O536_1,52.9,0.504
L594_1,152.4,-0.7
T13861_1,270.6,0.007
T4285_2,193.2,-0.491
T4259_2,259.9,-0.112
T13873_2,192.5,-0.531
T13873_1,127.7,-0.274
T13890_1,146.4,-0.234
T4283_1,325.8,0.552
T4284_1,280.2,0.044
L617_10,245.8,-0.188
T13886_1,233.6,-0.027
T13841_1,337.5,0.065
T13887_2,200.2,-0.159
O535_1,185.0,-0.34
T13900_2,232.1,-0.117
T13905_1,124.6,-0.233
T13877_1,171.4,-0.423
T13878_1,,0.0
T13841_2,208.5,-0.038
T13880_1,183.5,-0.161
T13840_1,238.1,-0.333
T13862_1,161.1,-0.117
T16430_1,154.9,-0.248
L597_1,94.3,-0.031
L597_3,205.4,-0.105
T13888_1,189.0,-0.18
T13848_2,263.1,-0.008
T13885_2,9.9,0.011
T13848_1,189.4,-0.072
T13912_2,195.0,-0.675
T13912_1,168.7,-0.423
T13904_2,293.7,0.122
T13894_2,297.7,0.092
T4288_1,88.4,0.014
T13910_2,88.6,0.01
T13883_1,199.2,-0.403
T14873_2,269.5,-0.001
T4438_1,327.2,0.056
L599_3,260.3,-0.05
T13911_1,332.8,0.723
T13900_1,206.7,-0.213
T13905_2,213.1,-0.315
T13911_2,226.4,-0.44
T4284_2,222.6,-0.452
T4259_1,160.8,-0.506
T13892_1,275.4,0.002
T13915_2,268.5,-0.007
T4288_2,184.0,-0.438
T13861_2,211.5,-0.751
T13888_2,209.0,-0.24
L596_1,158.8,-0.127
T13884_1,149.3,-0.103
T13913_2,296.0,0.162
L598_1,124.3,-0.01
O525_2,23.0,0.393
O536_4,345.3,0.532
T13813_2,186.4,-0.308
T13813_1,172.8,-0.172
T4254_1,176.3,-0.403
T13890_2,229.0,-0.34
T13875_2,190.1,-0.535
T13915_1,168.4,-0.436
T14873_1,159.6,-0.36
L599_2,283.6,0.001
T13918_2,297.8,0.079
T13891_2,185.1,-0.035
T13889_1,182.8,-0.103
T13866_2,238.3,-0.451
T13916_2,209.6,-0.528
L600_1,136.7,-0.384
T16783_2,140.6,-0.044
T16436_2,274.4,0.011
L600_2,326.8,0.027
T13837_1,138.5,-0.258
T13884_2,253.2,-0.094
T13891_1,138.4,-0.124
L597_2,176.7,-0.256
T4283_2,193.4,-0.519
T13896_2,247.4,-0.08
T13894_1,212.9,-0.119
T4309_1,140.1,-0.272
T4309_2,219.7,-0.375
O526_2,350.7,0.414
L601_2,249.5,-0.024
T4437_2,264.7,-0.005
T13897_2,202.8,-0.122
T13913_1,204.7,-0.65
T4437_1,88.4,0.006
T13896_1,182.6,-0.134
T13866_1,239.8,-0.409
T13882_1,145.9,-0.411
T13903_1,204.6,-0.177
T16435_1,123.8,-0.119
T15839_2,358.0,0.01
T15839_1,90.9,-0.003
T13904_1,199.0,-0.174
T16435_2,259.3,-0.108
T13906_1,209.5,-0.321
T14909_1,79.8,0.028
T13924_1,168.1,-0.398
T13924_2,231.5,-0.496
T13921_1,113.9,-0.179
T13921_2,239.9,-0.147
T14909_2,320.4,0.109
O527_5,200.0,-0.869
T13906_2,217.4,-0.525
T13918_1,174.0,-0.516
T13886_2,197.1,-0.161
T4302_1,73.8,0.118
T13863_1,80.1,0.029
T13863_2,102.8,-0.025
T4302_2,209.3,-0.466
T13898_2,121.6,-0.017
T13880_2,264.2,-0.013
L602_2,260.8,-0.012
T13899_1,48.7,0.169
T13773_2,48.4,0.011
T13887_1,194.6,-0.257
T13773_1,67.4,0.047
T13902_1,53.4,0.039
T13925_2,237.4,-0.127
L602_3,233.4,-0.023
T13816_2,213.2,-0.077
T13816_1,164.5,-0.078
T13718_2,305.5,0.139
T15841_2,77.3,0.024
T13926_2,258.9,-0.085
T13926_1,132.8,-0.242
T13908_1,102.2,-0.056
T13908_2,358.7,0.613
T13901_2,82.5,0.013
T4438_2,215.8,-0.242
T13885_1,199.9,-0.056
L600_3,200.9,-0.755
T13718_1,101.4,-0.036
O527_1,281.8,0.197
T13910_1,132.7,-0.497
T13903_2,180.8,-0.419
T4296_2,213.7,-0.424
T4296_1,162.5,-0.467
T4171_1,260.1,-0.01
T4171_2,245.5,-0.031
L617_7,211.5,-0.537
O536_2,305.8,0.206
T13892_2,183.1,-0.044
T13808_1,233.5,-0.035
T13919_1,74.9,0.036
T13931_1,184.1,-0.347
T13930_1,152.9,-0.469
L601_1,262.5,-0.03
T13889_2,231.7,-0.113
T13938_1,292.4,0.205
T16436_1,193.8,-0.382
T13882_2,196.7,-0.655
T4261_2,89.8,0.0
L598_2,209.8,-0.084
T4311_1,155.7,-0.371
T13916_1,184.7,-0.636
O527_4,356.9,0.214
T13936_2,338.8,0.207
L599_1,263.8,-0.006
T4311_2,211.8,-0.37
T13933_1,72.2,0.054
T13920_1,9.6,0.43
L603_3,225.2,-0.11
L603_1,161.0,-0.244
T13943_1,131.3,-0.479
L603_4,195.0,-0.412
T13922_2,220.4,-0.487
T13914_2,327.6,0.209
T13914_1,288.4,0.075
L604_1,25.6,0.043
L603_2,197.6,-0.332
T13930_2,207.7,-0.307
T13932_1,148.2,-0.428
T13897_1,225.6,-0.037
O526_5,300.4,0.372
T13933_2,237.2,-0.3
T4287_1,120.0,-0.316
T13923_2,242.4,-0.046
O526_3,2.4,0.2
T13922_1,186.0,-0.759
T13807_2,217.2,-0.052
T13943_2,175.1,-0.444
T13951_1,183.0,-0.352
T13951_2,208.6,-0.387
T13920_2,329.5,0.209
T13807_1,131.8,-0.076
T13942_1,205.7,-0.162
T4291_2,239.8,-0.117
T13937_1,333.3,0.346
L602_1,117.9,-0.045
T4287_2,205.7,-0.303
T13936_1,171.1,-0.243
O525_4,214.9,-0.345
T13907_2,200.4,-0.263
T13907_1,185.6,-0.246
T13932_2,209.5,-0.517
O525_3,355.2,0.141
T13925_1,204.9,-0.271
L605_1,326.4,0.038
T13898_1,149.1,-0.094
T13899_2,148.0,-0.143
O526_4,192.4,-0.721
T13808_2,220.9,-0.057
T13902_2,188.3,-0.067
O536_3,171.7,-0.512
T13960_2,253.1,-0.119
T13917_1,142.4,-0.156
T13917_2,201.3,-0.12
T4264_2,269.3,-0.01
T13937_2,236.0,-0.247
T337_2,340.5,0.521
T4300_2,160.5,-0.168
T4300_1,112.2,-0.051
T13860_1,85.5,0.029
T13935_2,207.3,-0.428
T13931_2,178.6,-0.553
T13927_2,230.7,-0.355
